Age,Age_Group,Gender,Country,City,Membership_Years,Membership_Length,Login_Frequency,Login_Levels,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Discount_Usage_Tiers,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Lifetime_Value_Levels,Credit_Balance,Churned,Signup_Quarter
27,"Early Career (25-34)",Male,USA,Houston,2.3,"1-3 years",14,"Moderate Activity",23.7,NULL,79.0,6,7,99.65,10,39.80,"Moderate Discount Usage",10.00,10.5,6,3,13.6,13.1,4,747.67,"Emerging Value",720,0,"Q2"
30,"Early Career (25-34)",Female,India,Mumbai,6.4,"6+ years",11,"Moderate Activity",15.8,7.5,64.9,NULL,7,108.07,17,39.72,"Moderate Discount Usage",10.00,19.8,8,0,0.0,16.4,2,767.43,"Emerging Value",337,0,"Q4"
53,"Established (45-54)",Female,Canada,Vancouver,2.6,"1-3 years",9,"Low Activity",31.5,10.8,35.4,8,11,148.17,12,38.40,"Moderate Discount Usage",10.00,26.7,6,5,24.6,19.4,NULL,1924.13,"Core Value",232,1,"Q2"
28,"Early Career (25-34)",Male,Australia,Brisbane,2.4,"1-3 years",9,"Low Activity",27.8,9.6,58.1,9,12,48.04,46,38.00,"Moderate Discount Usage",10.00,5.0,2,3,12.0,15.6,2,592.86,"Emerging Value",2383,0,"Q3"
48,"Established (45-54)",Female,USA,"Los Angeles",1.5,"1-3 years",10,"Low Activity",17.4,2.4,77.1,NULL,3,152.07,66,37.80,"Moderate Discount Usage",10.00,0.0,3,1,NULL,NULL,3,532.43,"Emerging Value",1165,0,"Q1"
37,"Middle Age (35-44)",Female,UK,Glasgow,3.3,"3-6 years",20,"Moderate Activity",43.4,12.1,37.6,9,15,170.70,56,37.30,"Moderate Discount Usage",10.00,38.5,3,7,65.0,30.1,2,2122.98,"Core Value",3008,0,"Q1"
36,"Middle Age (35-44)",Female,Japan,Kyoto,3.5,"3-6 years",6,"Low Activity",29.2,7.8,37.4,2,9,124.64,87,37.30,"Moderate Discount Usage",10.00,6.5,6,2,12.4,18.4,2,1336.11,"Core Value",1932,0,"Q1"
40,"Middle Age (35-44)",Male,Japan,Kyoto,3.6,"3-6 years",7,"Low Activity",31.4,9.9,53.1,14,14,132.83,17,37.20,"Moderate Discount Usage",10.00,29.5,5,3,38.4,29.1,2,1520.63,"Core Value",2698,0,"Q1"
18,"Young Adults (18-24)",Male,USA,Chicago,1.0,"1-3 years",8,"Low Activity",19.8,5.6,62.5,1,15,139.95,21,36.90,"Moderate Discount Usage",10.00,19.4,7,0,20.3,7.0,2,2467.55,"Core Value",1567,1,"Q2"
44,"Middle Age (35-44)",Male,USA,"New York",1.7,"1-3 years",16,"Moderate Activity",19.3,8.5,66.7,3,11,98.24,NULL,36.50,"Moderate Discount Usage",10.00,6.8,NULL,NULL,30.3,16.2,2,1212.52,"Core Value",2577,0,"Q3"
24,"Young Adults (18-24)",Male,France,Paris,8.9,"6+ years",9,"Low Activity",19.1,5.8,69.5,NULL,9,67.60,6,36.40,"Moderate Discount Usage",10.00,32.7,6,2,25.5,15.4,3,601.44,"Emerging Value",NULL,0,"Q3"
37,"Middle Age (35-44)",Male,USA,Chicago,3.4,"3-6 years",17,"Moderate Activity",32.5,11.3,54.3,1,13,112.66,135,36.12,"Moderate Discount Usage",10.00,25.1,4,2,17.7,21.8,2,965.18,"Emerging Value",2785,0,"Q4"
46,"Established (45-54)",Female,Canada,Vancouver,0.6,"< 1 year",8,"Low Activity",38.1,9.2,58.1,5,22,106.69,30,36.10,"Moderate Discount Usage",10.00,NULL,5,3,56.1,25.5,4,2569.93,"High Value",3600,0,"Q2"
42,"Middle Age (35-44)",Female,USA,Chicago,2.2,"1-3 years",19,"Moderate Activity",26.5,10.0,55.6,3,20,142.07,41,35.30,"Moderate Discount Usage",10.00,22.0,2,3,45.9,21.9,2,2307.66,"Core Value",4202,0,"Q1"
46,"Established (45-54)",Male,France,Marseille,2.1,"1-3 years",3,"Very Low Activity",31.1,11.1,63.2,7,11,175.58,14,35.20,"Moderate Discount Usage",10.00,32.5,7,4,38.7,12.0,3,2256.28,"Core Value",1471,1,"Q1"
36,"Middle Age (35-44)",Female,Japan,Kyoto,5.2,"3-6 years",10,"Low Activity",19.5,5.2,68.0,1,3,122.75,2,34.68,"Moderate Discount Usage",10.00,21.7,8,0,NULL,12.3,3,311.34,"Emerging Value",435,0,"Q4"
18,"Young Adults (18-24)",Male,India,Hyderabad,10.0,"6+ years",10,"Low Activity",14.4,9.6,58.9,NULL,9,133.78,40,34.50,"Moderate Discount Usage",10.00,14.4,8,NULL,30.5,27.3,NULL,1428.65,"Core Value",1027,0,"Q3"
59,"Pre-Retirement (55-64)",Female,France,Lyon,2.2,"1-3 years",17,"Moderate Activity",40.8,11.1,43.7,8,18,155.19,1,34.30,"Moderate Discount Usage",10.00,39.8,4,9,68.3,39.1,2,2793.02,"High Value",3335,0,"Q1"
NULL,Unknown,Male,USA,"Los Angeles",2.0,"1-3 years",13,"Moderate Activity",25.5,8.5,60.1,5,11,128.70,6,34.10,"Moderate Discount Usage",10.00,38.1,5,2,34.5,NULL,3,1315.98,"Core Value",NULL,0,"Q2"
55,"Pre-Retirement (55-64)",Male,Germany,Berlin,1.2,"1-3 years",4,"Low Activity",21.4,7.0,80.2,3,6,154.01,22,33.70,"Moderate Discount Usage",10.00,15.9,9,2,6.1,16.6,2,883.47,"Emerging Value",733,0,"Q3"
64,"Pre-Retirement (55-64)",Female,USA,Phoenix,1.9,"1-3 years",NULL,Inactive,NULL,NULL,83.6,1,4,119.05,2,33.70,"Moderate Discount Usage",10.00,6.6,3,0,NULL,13.3,NULL,509.41,"Emerging Value",1333,1,"Q1"
45,"Established (45-54)",Male,USA,Phoenix,1.7,"1-3 years",20,"Moderate Activity",NULL,5.9,63.4,5,11,130.96,1,33.50,"Moderate Discount Usage",10.00,0.0,5,2,47.1,22.6,2,1271.96,"Core Value",NULL,0,"Q2"
43,"Middle Age (35-44)",Male,Australia,Melbourne,4.9,"3-6 years",19,"Moderate Activity",36.3,12.3,36.6,3,16,83.47,1,33.40,"Moderate Discount Usage",10.00,45.1,1,6,48.4,25.5,1,1404.92,"Core Value",5315,0,"Q3"
29,"Early Career (25-34)",Male,France,Lyon,2.8,"1-3 years",2,"Very Low Activity",16.2,5.4,56.6,3,9,172.57,5,33.24,"Moderate Discount Usage",10.00,0.0,7,2,18.1,9.9,4,1257.39,"Core Value",1653,0,"Q4"
18,"Young Adults (18-24)",Female,USA,Phoenix,2.9,"1-3 years",11,"Moderate Activity",43.2,10.2,23.1,8,17,98.86,2,33.20,"Moderate Discount Usage",10.00,29.1,2,5,37.5,29.0,NULL,1720.51,"Core Value",3725,0,"Q3"
34,"Early Career (25-34)",Female,Canada,Toronto,0.4,"< 1 year",19,"Moderate Activity",36.9,9.2,53.0,3,20,149.23,68,32.60,"Moderate Discount Usage",10.00,32.8,6,4,48.4,26.9,3,3297.33,"High Value",1361,1,"Q1"
43,"Middle Age (35-44)",Male,USA,Phoenix,1.9,"1-3 years",17,"Moderate Activity",17.0,8.1,59.2,6,13,94.98,13,31.68,"Moderate Discount Usage",10.00,0.0,7,3,31.8,16.5,1,910.77,"Emerging Value",1166,0,"Q4"
56,"Pre-Retirement (55-64)",Male,USA,"Los Angeles",1.5,"1-3 years",21,"Moderate Activity",31.9,11.3,44.1,11,16,123.45,31,31.40,"Moderate Discount Usage",10.00,23.2,3,NULL,14.2,31.5,2,2225.99,"Core Value",3195,0,"Q3"
45,"Established (45-54)",Male,UK,Glasgow,0.5,"< 1 year",5,"Low Activity",30.9,10.7,40.3,5,20,102.83,1,31.40,"Moderate Discount Usage",10.00,8.5,7,NULL,34.5,18.3,4,1748.98,"Core Value",1599,0,"Q1"
47,"Established (45-54)",Male,Canada,Calgary,3.2,"3-6 years",4,"Low Activity",18.0,6.3,81.5,0,5,262.33,33,30.90,"Moderate Discount Usage",10.00,0.0,10,0,15.2,10.6,2,1329.80,"Core Value",NULL,1,"Q3"
42,"Middle Age (35-44)",Male,UK,Birmingham,5.5,"3-6 years",7,"Low Activity",18.7,2.3,68.9,1,7,78.69,53,30.70,"Moderate Discount Usage",10.00,25.1,5,4,20.7,9.7,3,660.10,"Emerging Value",1863,0,"Q1"
41,"Middle Age (35-44)",Male,UK,Birmingham,6.4,"6+ years",18,"Moderate Activity",35.2,13.8,41.9,7,20,128.36,19,30.12,"Moderate Discount Usage",10.00,35.0,5,2,0.0,24.2,2,2026.04,"Core Value",1568,0,"Q4"
20,"Young Adults (18-24)",Female,UK,Manchester,5.8,"3-6 years",11,"Moderate Activity",18.4,5.2,70.3,0,7,128.79,26,29.60,"Moderate Discount Usage",10.00,21.5,14,2,3.4,10.4,2,728.11,"Emerging Value",0,1,"Q3"
44,"Middle Age (35-44)",Female,Canada,Montreal,2.5,"1-3 years",10,"Low Activity",30.6,11.2,56.5,NULL,9,130.18,82,29.50,"Moderate Discount Usage",10.00,18.0,5,NULL,18.1,14.7,2,1384.37,"Core Value",NULL,0,"Q3"
35,"Middle Age (35-44)",Female,UK,Birmingham,0.8,"< 1 year",16,"Moderate Activity",25.7,12.1,53.8,NULL,10,128.32,7,28.80,"Moderate Discount Usage",10.00,36.5,10,2,27.9,15.4,1,1280.73,"Core Value",1141,0,"Q1"
43,"Middle Age (35-44)",Female,Japan,Nagoya,10.0,"6+ years",23,"Moderate Activity",42.4,14.4,35.1,8,15,93.78,17,28.70,"Moderate Discount Usage",10.00,35.6,9,10,22.1,30.7,4,1568.44,"Core Value",2602,0,"Q1"
18,"Young Adults (18-24)",Female,USA,"New York",2.1,"1-3 years",13,"Moderate Activity",NULL,8.9,72.5,4,10,43.44,23,27.24,"Moderate Discount Usage",10.00,0.0,8,NULL,24.5,15.6,2,333.14,"Emerging Value",0,1,"Q4"
31,"Early Career (25-34)",Female,USA,Phoenix,1.8,"1-3 years",26,"Top User",27.1,6.0,61.3,3,15,100.34,60,26.90,"Moderate Discount Usage",10.00,22.9,7,2,18.9,21.9,3,1297.19,"Core Value",NULL,0,"Q2"
36,"Middle Age (35-44)",Female,Australia,Melbourne,1.2,"1-3 years",19,"Moderate Activity",26.2,6.4,54.8,5,8,115.59,8,26.80,"Moderate Discount Usage",10.00,0.0,3,2,NULL,12.6,3,765.07,"Emerging Value",1214,0,"Q2"
68,"Seniors (65+)",Female,USA,"New York",3.3,"3-6 years",16,"Moderate Activity",26.6,9.6,67.2,4,15,48.02,0,26.76,"Moderate Discount Usage",10.00,44.5,5,2,35.3,NULL,5,592.22,"Emerging Value",1460,0,"Q4"
NULL,Unknown,Female,UK,Manchester,2.1,"1-3 years",5,"Low Activity",25.1,9.7,58.1,7,15,142.38,93,26.60,"Moderate Discount Usage",10.00,7.1,8,3,5.0,15.0,1,1757.69,"Core Value",566,1,"Q1"
50,"Established (45-54)",Male,UK,Manchester,0.9,"< 1 year",7,"Low Activity",24.6,7.5,39.4,6,10,139.82,10,26.00,"Moderate Discount Usage",10.00,NULL,4,2,NULL,25.1,2,1408.88,"Core Value",2481,0,"Q3"
26,"Early Career (25-34)",Female,Japan,Osaka,1.1,"1-3 years",6,"Low Activity",23.0,5.9,63.2,4,6,93.59,21,25.32,"Moderate Discount Usage",10.00,25.8,8,1,0.0,NULL,3,495.21,"Emerging Value",1209,0,"Q4"
49,"Established (45-54)",Female,France,Marseille,4.5,"3-6 years",7,"Low Activity",34.2,10.1,49.2,3,12,185.40,13,25.10,"Moderate Discount Usage",10.00,26.6,6,2,0.0,16.3,2,1886.04,"Core Value",2784,1,"Q3"
68,"Seniors (65+)",Male,USA,Phoenix,3.6,"3-6 years",5,"Low Activity",34.9,10.6,53.9,5,11,115.03,12,24.90,"Moderate Discount Usage",10.00,34.5,2,4,NULL,32.4,2,1516.12,"Core Value",3608,0,"Q1"
28,"Early Career (25-34)",Female,Canada,Vancouver,4.6,"3-6 years",9,"Low Activity",24.9,11.2,45.9,5,14,91.84,17,24.24,"Moderate Discount Usage",10.00,11.3,8,3,NULL,26.2,1,994.91,"Emerging Value",2901,0,"Q4"
51,"Established (45-54)",Male,Germany,Cologne,0.5,"< 1 year",18,"Moderate Activity",45.8,11.9,42.5,10,16,113.99,37,24.10,"Moderate Discount Usage",10.00,22.8,7,7,58.7,23.6,2,1569.59,"Core Value",1694,0,"Q2"
28,"Early Career (25-34)",Male,Germany,Berlin,3.1,"3-6 years",3,"Very Low Activity",19.6,5.6,64.5,2,8,80.78,25,23.20,"Moderate Discount Usage",10.00,3.0,6,2,2.3,NULL,2,693.45,"Emerging Value",NULL,0,"Q2"
20,"Young Adults (18-24)",Female,USA,Chicago,1.8,"1-3 years",2,"Very Low Activity",18.7,5.2,70.2,2,12,123.15,3,22.90,"Moderate Discount Usage",10.00,23.8,11,1,12.6,10.5,2,1565.41,"Core Value",965,1,"Q3"
NULL,Unknown,Female,USA,Chicago,4.5,"3-6 years",7,"Low Activity",23.5,8.5,63.8,2,8,136.21,NULL,22.50,"Moderate Discount Usage",10.00,13.9,5,3,11.7,20.3,1,925.40,"Emerging Value",460,0,"Q3"
41,"Middle Age (35-44)",Female,India,Bangalore,10.0,"6+ years",6,"Low Activity",21.0,5.5,64.9,3,8,84.07,22,22.10,"Moderate Discount Usage",10.00,20.5,9,2,0.0,15.7,1,775.06,"Emerging Value",568,1,"Q3"
28,"Early Career (25-34)",Male,USA,"Los Angeles",5.8,"3-6 years",19,"Moderate Activity",47.5,14.1,23.2,9,20,129.34,47,21.60,"Moderate Discount Usage",10.00,49.3,5,3,65.7,33.6,3,2299.25,"Core Value",2408,0,"Q3"
36,"Middle Age (35-44)",Female,UK,London,1.4,"1-3 years",26,"Top User",39.0,9.6,46.2,4,21,97.46,43,20.90,"Moderate Discount Usage",10.00,32.9,2,1,32.7,29.4,3,2273.63,"Core Value",3582,0,"Q2"
36,"Middle Age (35-44)",Other,USA,"New York",3.6,"3-6 years",NULL,Inactive,23.3,5.8,60.5,7,9,137.57,40,19.10,"Low Discount Usage",10.00,9.8,10,0,40.0,NULL,2,1228.08,"Core Value",573,0,"Q1"
66,"Seniors (65+)",Female,USA,"Los Angeles",1.1,"1-3 years",10,"Low Activity",28.8,11.0,58.5,5,11,131.80,29,18.40,"Low Discount Usage",10.00,11.5,3,3,41.3,15.9,3,1300.81,"Core Value",1212,0,"Q3"
49,"Established (45-54)",Male,India,Delhi,1.6,"1-3 years",17,"Moderate Activity",43.3,16.0,29.1,10,30,90.52,11,18.30,"Low Discount Usage",10.00,22.6,1,3,57.2,24.2,1,2494.73,"Core Value",2917,0,"Q2"
38,"Middle Age (35-44)",Female,Australia,Adelaide,5.7,"3-6 years",19,"Moderate Activity",34.1,9.9,52.8,6,12,138.95,93,17.70,"Low Discount Usage",10.00,21.8,6,2,NULL,25.9,3,1686.31,"Core Value",3632,0,"Q2"
34,"Early Career (25-34)",Female,USA,Phoenix,3.0,"1-3 years",22,"Moderate Activity",38.3,11.0,53.1,4,15,129.27,26,16.90,"Low Discount Usage",10.00,21.2,3,5,45.4,16.2,1,1713.54,"Core Value",961,0,"Q3"
27,"Early Career (25-34)",Male,UK,Glasgow,10.0,"6+ years",6,"Low Activity",NULL,8.1,84.5,1,4,134.26,12,16.60,"Low Discount Usage",10.00,0.0,6,0,0.0,10.3,1,599.71,"Emerging Value",784,1,"Q2"
41,"Middle Age (35-44)",Male,USA,Chicago,4.6,"3-6 years",9,"Low Activity",14.9,9.4,61.5,1,8,124.93,122,15.80,"Low Discount Usage",10.00,4.7,3,1,25.5,NULL,2,1097.66,"Core Value",664,1,"Q1"
30,"Early Career (25-34)",Male,Canada,Montreal,3.9,"3-6 years",1,"Very Low Activity",9.7,6.6,67.0,3,3,234.49,89,15.50,"Low Discount Usage",10.00,11.0,6,NULL,14.6,2.8,3,720.85,"Emerging Value",1921,1,"Q2"
33,"Early Career (25-34)",Female,UK,Birmingham,0.8,"< 1 year",NULL,Inactive,14.9,4.9,74.3,0,4,118.34,23,14.20,"Low Discount Usage",10.00,0.0,10,2,10.7,8.4,2,484.04,"Emerging Value",195,0,"Q2"
48,"Established (45-54)",Male,India,Hyderabad,2.2,"1-3 years",10,"Low Activity",29.6,13.9,62.0,NULL,13,123.70,37,12.60,"Low Discount Usage",10.00,31.8,4,2,49.6,28.3,2,1734.25,"Core Value",2428,0,"Q1"
46,"Established (45-54)",Female,Canada,Calgary,2.0,"1-3 years",3,"Very Low Activity",21.0,5.5,70.2,3,7,80.89,5,12.60,"Low Discount Usage",10.00,15.6,11,0,25.5,15.5,1,576.92,"Emerging Value",252,0,"Q4"
25,"Early Career (25-34)",Male,UK,Glasgow,0.6,"< 1 year",2,"Very Low Activity",16.0,6.3,79.0,0,3,181.01,3,12.36,"Low Discount Usage",10.00,13.7,5,0,16.2,6.9,3,629.47,"Emerging Value",761,1,"Q4"
31,"Early Career (25-34)",Female,USA,Chicago,3.1,"3-6 years",19,"Moderate Activity",35.5,13.6,43.8,9,18,101.26,21,11.90,"Low Discount Usage",10.00,38.8,7,5,23.0,26.0,2,1961.77,"Core Value",1949,1,"Q3"
57,"Pre-Retirement (55-64)",Female,UK,Birmingham,3.2,"3-6 years",13,"Moderate Activity",33.7,11.2,38.5,5,16,100.43,58,11.80,"Low Discount Usage",10.00,23.8,3,NULL,38.8,20.8,2,1703.40,"Core Value",2430,0,"Q2"
50,"Established (45-54)",Female,Australia,Melbourne,0.9,"< 1 year",3,"Very Low Activity",20.6,8.5,52.2,3,10,82.02,NULL,10.44,"Low Discount Usage",10.00,17.0,8,1,0.0,11.9,2,530.15,"Emerging Value",899,0,"Q4"
21,"Young Adults (18-24)",Male,Australia,Sydney,10.0,"6+ years",3,"Very Low Activity",19.7,5.2,94.7,0,10,114.33,55,9.80,"Low Discount Usage",10.00,0.0,9,0,17.6,15.3,1,1027.20,"Core Value",0,1,"Q2"
18,"Young Adults (18-24)",Female,Australia,Perth,3.8,"3-6 years",7,"Low Activity",16.1,10.3,53.7,7,10,82.29,NULL,9.80,"Low Discount Usage",10.00,17.0,2,5,NULL,16.7,NULL,986.06,"Emerging Value",1110,1,"Q1"
42,"Middle Age (35-44)",Male,Germany,Frankfurt,1.2,"1-3 years",15,"Moderate Activity",50.6,15.4,43.2,9,19,122.16,NULL,9.20,"Low Discount Usage",10.00,49.0,6,8,68.5,30.4,NULL,2720.52,"High Value",5271,1,"Q3"
48,"Established (45-54)",Female,India,Delhi,6.7,"6+ years",16,"Moderate Activity",27.2,NULL,55.6,NULL,8,113.22,NULL,8.40,"Low Discount Usage",10.00,21.6,1,2,34.8,22.4,1,731.10,"Emerging Value",1336,0,"Q2"
34,"Early Career (25-34)",Female,Germany,Munich,1.4,"1-3 years",8,"Low Activity",27.6,4.1,59.9,2,7,110.71,65,8.04,"Low Discount Usage",10.00,18.6,5,0,4.3,13.0,3,587.50,"Emerging Value",761,0,"Q4"
35,"Middle Age (35-44)",Female,UK,Birmingham,9.9,"6+ years",4,"Low Activity",27.4,4.7,79.6,NULL,15,115.00,12,7.90,"Low Discount Usage",10.00,NULL,4,3,21.2,0.9,1,1502.49,"Core Value",1708,0,"Q1"
23,"Young Adults (18-24)",Female,UK,London,3.6,"3-6 years",6,"Low Activity",NULL,2.2,90.3,0,5,170.22,8,5.20,"Low Discount Usage",10.00,0.0,7,0,13.7,0.4,3,824.09,"Emerging Value",228,1,"Q2"
54,"Established (45-54)",Male,France,Marseille,7.0,"6+ years",12,"Moderate Activity",29.1,8.0,56.0,5,9,77.52,NULL,4.44,"Low Discount Usage",10.00,13.9,7,2,0.0,13.0,4,642.62,"Emerging Value",1570,0,"Q4"
24,"Young Adults (18-24)",Male,India,Hyderabad,1.7,"1-3 years",5,"Low Activity",14.2,5.5,73.4,4,8,131.91,21,2.40,"Low Discount Usage",10.00,19.7,13,5,12.1,2.7,1,893.42,"Emerging Value",779,1,"Q3"
21,"Young Adults (18-24)",Male,Japan,Yokohama,2.2,"1-3 years",2,"Very Low Activity",12.6,2.9,60.7,3,24,211.17,30,NULL,Unknown,10.00,10.3,5,1,8.3,0.0,3,4000.48,"High Value",1546,0,"Q4"
50,"Established (45-54)",Male,Canada,Ottawa,2.9,"1-3 years",6,"Low Activity",NULL,5.7,70.0,NULL,11,162.72,38,NULL,Unknown,10.00,6.4,4,1,17.5,17.0,2,1338.19,"Core Value",1696,0,"Q4"
20,"Young Adults (18-24)",Female,USA,Phoenix,2.4,"1-3 years",2,"Very Low Activity",12.2,1.0,67.6,1,9,159.19,4,NULL,Unknown,10.00,14.2,8,1,NULL,9.5,2,948.00,"Emerging Value",168,0,"Q4"
23,"Young Adults (18-24)",Female,Canada,Calgary,2.1,"1-3 years",13,"Moderate Activity",16.3,14.2,66.5,4,9,142.81,32,NULL,Unknown,10.00,18.0,7,0,20.5,17.4,3,1396.65,"Core Value",NULL,0,"Q1"
45,"Established (45-54)",Female,USA,Chicago,2.5,"1-3 years",14,"Moderate Activity",34.1,13.2,50.7,5,14,120.01,7,NULL,Unknown,10.00,21.4,3,4,26.5,27.8,1,1380.35,"Core Value",3305,0,"Q3"
50,"Established (45-54)",Female,Germany,Hamburg,2.9,"1-3 years",18,"Moderate Activity",39.5,7.7,51.0,7,18,116.17,134,NULL,Unknown,10.00,28.5,3,2,56.8,22.7,1,2350.49,"Core Value",2306,0,"Q1"
64,"Pre-Retirement (55-64)",Female,Germany,Hamburg,2.8,"1-3 years",13,"Moderate Activity",41.8,15.2,37.2,7,20,111.70,25,NULL,Unknown,10.00,21.9,4,6,59.3,36.7,4,1941.75,"Core Value",3244,0,"Q2"
57,"Pre-Retirement (55-64)",Female,USA,Houston,3.4,"3-6 years",19,"Moderate Activity",NULL,8.7,67.8,2,18,101.30,44,NULL,Unknown,10.00,16.7,5,2,11.0,13.9,2,1980.47,"Core Value",1741,0,"Q1"
38,"Middle Age (35-44)",Female,Germany,Cologne,1.3,"1-3 years",4,"Low Activity",17.1,6.7,58.6,1,6,96.03,62,NULL,Unknown,10.00,17.7,3,1,0.0,25.0,2,662.41,"Emerging Value",1810,0,"Q3"
32,"Early Career (25-34)",Male,USA,"New York",1.8,"1-3 years",16,"Moderate Activity",35.1,12.6,29.5,7,26,88.58,41,NULL,Unknown,10.00,49.7,8,7,52.1,37.5,2,1752.08,"Core Value",3928,0,"Q4"
34,"Early Career (25-34)",Female,Germany,Munich,3.0,"1-3 years",2,"Very Low Activity",30.6,7.9,59.1,2,9,64.39,33,NULL,Unknown,10.00,NULL,5,0,28.8,5.8,4,622.11,"Emerging Value",2321,1,"Q1"
36,"Middle Age (35-44)",Female,USA,"New York",6.4,"6+ years",15,"Moderate Activity",31.3,11.3,59.1,7,16,59.22,129,NULL,Unknown,10.00,27.5,8,6,54.1,20.0,5,834.83,"Emerging Value",1822,0,"Q4"
49,"Established (45-54)",Male,Australia,Adelaide,1.8,"1-3 years",NULL,Inactive,24.1,7.6,63.4,1,8,58.02,35,NULL,Unknown,10.00,0.0,5,1,1.8,6.2,3,541.83,"Emerging Value",958,0,"Q3"
31,"Early Career (25-34)",Female,France,Lyon,2.7,"1-3 years",3,"Very Low Activity",23.9,8.2,58.1,1,11,88.10,2,NULL,Unknown,9.90,13.2,4,0,NULL,31.2,2,935.03,"Emerging Value",1852,0,"Q4"
61,"Pre-Retirement (55-64)",Male,India,Mumbai,0.6,"< 1 year",12,"Moderate Activity",23.8,6.7,56.3,3,13,136.18,63,92.28,"Deal Dependent",9.90,13.6,3,1,8.2,27.3,3,1343.64,"Core Value",NULL,0,"Q4"
47,"Established (45-54)",Male,France,Marseille,9.9,"6+ years",17,"Moderate Activity",NULL,10.7,63.4,7,14,126.52,59,85.20,"Deal Dependent",9.90,16.7,7,4,NULL,14.1,4,1329.82,"Core Value",1113,0,"Q4"
43,"Middle Age (35-44)",Female,USA,Houston,2.1,"1-3 years",7,"Low Activity",24.6,6.3,58.8,5,16,67.44,36,85.20,"Deal Dependent",9.90,13.6,2,3,NULL,14.9,3,887.18,"Emerging Value",290,0,"Q4"
21,"Young Adults (18-24)",Male,India,Delhi,2.5,"1-3 years",17,"Moderate Activity",35.4,6.4,46.5,7,19,203.10,8,85.00,"Deal Dependent",9.90,23.3,4,7,28.6,24.9,NULL,3878.48,"High Value",1577,0,"Q1"
56,"Pre-Retirement (55-64)",Female,UK,Birmingham,1.9,"1-3 years",24,"Moderate Activity",50.4,16.0,36.1,13,23,130.61,7,80.90,"Deal Dependent",9.90,40.4,4,9,80.6,30.7,2,2567.50,"High Value",1670,0,"Q3"
39,"Middle Age (35-44)",Female,Australia,Perth,5.9,"3-6 years",17,"Moderate Activity",37.0,14.5,57.7,4,19,48.07,14,80.70,"Deal Dependent",9.90,31.7,3,6,27.1,23.1,3,946.46,"Emerging Value",2703,0,"Q1"
21,"Young Adults (18-24)",Male,Canada,Toronto,5.5,"3-6 years",19,"Moderate Activity",29.9,11.7,53.4,1,10,99.88,11,79.40,"High Discount Usage",9.90,16.6,4,4,55.1,14.2,2,1135.54,"Core Value",1196,0,"Q1"
27,"Early Career (25-34)",Female,Japan,Yokohama,1.8,"1-3 years",15,"Moderate Activity",25.4,11.8,67.8,2,12,77.52,14,77.30,"High Discount Usage",9.90,25.9,6,3,70.5,21.0,2,893.81,"Emerging Value",2210,0,"Q2"
28,"Early Career (25-34)",Female,France,Paris,3.5,"3-6 years",23,"Moderate Activity",22.1,16.7,45.1,3,20,140.54,19,74.76,"High Discount Usage",9.90,30.9,9,2,41.4,30.0,1,2203.52,"Core Value",3227,1,"Q4"
30,"Early Career (25-34)",Female,USA,Chicago,3.6,"3-6 years",3,"Very Low Activity",13.1,5.9,76.2,2,4,136.23,9,73.50,"High Discount Usage",9.90,1.8,4,NULL,8.4,11.2,2,569.95,"Emerging Value",757,1,"Q1"
31,"Early Career (25-34)",Female,USA,Houston,0.9,"< 1 year",7,"Low Activity",28.1,5.8,49.8,0,6,79.27,112,73.20,"High Discount Usage",9.90,19.9,3,0,0.0,8.3,3,437.18,"Emerging Value",0,1,"Q1"
47,"Established (45-54)",Female,Japan,Nagoya,3.5,"3-6 years",15,"Moderate Activity",33.9,9.4,51.0,3,10,71.98,NULL,72.90,"High Discount Usage",9.90,16.0,9,2,52.9,19.4,2,591.61,"Emerging Value",1668,0,"Q2"
35,"Middle Age (35-44)",Female,UK,Manchester,3.2,"3-6 years",11,"Moderate Activity",16.7,3.3,59.4,2,15,104.78,1,71.88,"High Discount Usage",9.90,15.5,10,0,NULL,11.0,4,1428.68,"Core Value",NULL,0,"Q4"
48,"Established (45-54)",Male,Australia,Adelaide,3.4,"3-6 years",24,"Moderate Activity",43.6,12.3,36.9,10,28,107.03,15,68.20,"High Discount Usage",9.90,57.7,5,5,51.4,42.9,2,3500.92,"High Value",2652,0,"Q3"
18,"Young Adults (18-24)",Female,Germany,Frankfurt,4.9,"3-6 years",18,"Moderate Activity",33.3,9.5,49.8,2,11,94.87,15,67.10,"High Discount Usage",9.90,17.9,6,1,34.1,22.6,1,1083.51,"Core Value",3156,0,"Q3"
NULL,Unknown,Female,UK,Leeds,3.1,"3-6 years",27,"Top User",32.1,11.5,43.6,NULL,17,173.83,27,66.70,"High Discount Usage",9.90,45.6,3,12,23.7,30.8,2,3083.28,"High Value",2441,0,"Q3"
21,"Young Adults (18-24)",Male,Canada,Calgary,6.2,"6+ years",25,"Moderate Activity",53.6,17.1,12.7,10,26,74.56,11,65.90,"High Discount Usage",9.90,51.2,3,5,66.1,39.0,1,2128.61,"Core Value",3662,0,"Q3"
